"Module"	"Gene"	"V3_gene"	"V5_gene"	"V3_all_term_ids"	"V3_all_term_names"	"V5_all_term_ids"	"V5_all_term_names"	"V3_Pfam"	"V3_PANTHER"	"V5_Pfam"	"V5_PANTHER"	"V5_Chr"	"V5_GeneStart"	"V5_GeneEnd"
"M2"	"VIT_00s0253g00040"	"Vitvi07g01308"	"Vitvi05_01chr07g21950"	"50; 50.1; 50.1.10"	"Enzyme classification; Enzyme classification.EC_1 oxidoreductases; Enzyme classification.EC_1 oxidoreductases.EC_1.10 oxidoreductase acting on diphenol or related substance as donor"	"50; 50.1; 50.1.10"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_1 oxidoreductases; mapman:Enzyme classification.EC_1 oxidoreductases.EC_1-10 oxidoreductase acting on diphenol or related substance as donor"	"PF00394 ('Multicopper oxidase-Multicopper oxidase, second cupredoxin domain', '3.1E-38', 'Pfam'); PF07731 ('Multicopper oxidase-Multicopper oxidase, C-terminal', '2.0E-28', 'Pfam'); PF07732 ('Multicopper oxidase-Multicopper oxidase-like, N-terminal', '1.2E-36', 'Pfam')"	"PTHR11709 ('MULTI-COPPER OXIDASE-Multicopper oxidase', '2.6E-103', 'PANTHER')"	"PF00394 ('Multicopper oxidase-Multicopper oxidase, second cupredoxin domain', '3.1E-38', 'Pfam'); PF07731 ('Multicopper oxidase-Multicopper oxidase, C-terminal', '2.0E-28', 'Pfam'); PF07732 ('Multicopper oxidase-Multicopper oxidase-like, N-terminal', '1.2E-36', 'Pfam')"	"PTHR11709 ('MULTI-COPPER OXIDASE-Multicopper oxidase', '4.8E-103', 'PANTHER')"	"chr07"	22621570	22626189
"M2"	"VIT_19s0085g00470"	"Vitvi19g02342"	"Vitvi05_01chr19g22110"	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	""	""	"chr19"	26047907	26050271
"M2"	"VIT_13s0047g01040"	"Vitvi13g01214"	NA	"35; 35.1"	"not assigned; not assigned.annotated"	""	""	"PF01535 ('PPR repeat-Pentatricopeptide repeat', '9.4', 'Pfam'); PF13812 ('Pentatricopeptide repeat domain-Pentatricopeptide repeat', '2.0', 'Pfam'); PF13041 ('PPR repeat family-Pentatricopeptide repeat', '5.7E-4', 'Pfam')"	"PTHR45613 ('PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN', '4.5E-26', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_01s0010g01240"	"Vitvi01g02188"	NA	"35; 35.1"	"not assigned; not assigned.annotated"	""	""	"PF08699 ('Argonaute linker 1 domain-Argonaute, linker 1 domain', '5.2E-10', 'Pfam')"	"PTHR22891 ('EUKARYOTIC TRANSLATION INITIATION FACTOR 2C', '7.9E-11', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_00s0160g00160"	"Vitvi07g02828"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	"PTHR34792 ('OS02G0121500 PROTEIN-At1g75730-like', '1.4E-24', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_16s0100g00740"	"Vitvi16g00985"	"Vitvi05_01chr16g13990"	"35; 35.2"	"not assigned; not assigned.not annotated"	"27; 27.1; 27.1.9"	"mapman:Multi-process regulation; mapman:Multi-process regulation.circadian clock system; mapman:Multi-process regulation.circadian clock system.night-time repressor *(COR27)"	""	"PTHR33676 ('COLD REGULATED PROTEIN 27-Cold-regulated protein 27/28', '3.7E-15', 'PANTHER')"	""	"PTHR33676 ('COLD REGULATED PROTEIN 27-Cold-regulated protein 27/28', '3.7E-15', 'PANTHER')"	"chr16"	21008344	21010809
"M2"	"VIT_04s0069g01150"	"Vitvi04g01992"	NA	"15; 15.5; 15.5.4; 15.5.4.1"	"RNA biosynthesis; RNA biosynthesis.transcriptional regulation; RNA biosynthesis.transcriptional regulation.bZIP  transcription factor superfamily; RNA biosynthesis.transcriptional regulation.bZIP  transcription factor superfamily.transcription factor (bZIP)"	""	""	"PF00170 ('bZIP transcription factor-Basic-leucine zipper domain', '5.1E-10', 'Pfam')"	"PTHR22952 ('CAMP-RESPONSE ELEMENT BINDING PROTEIN-RELATED-Plant bZIP transcription factors', '3.1E-24', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_19s0014g03420"	NA	"Vitvi05_01chr19g04700"	""	""	""	""	NA	NA	"PF06830 ('Root cap-Root cap', '1.4E-22', 'Pfam')"	"PTHR31656 ('ROOT CAP DOMAIN-CONTAINING PROTEIN', '1.1E-125', 'PANTHER')"	"chr19"	3594010	3602868
"M2"	"VIT_00s2478g00020"	"Vitvi00g01355"	"Vitvi05_01chr01g01700"	"17; 17.7; 17.7.1; 17.7.1.1; 17.7.1.1.8"	"Protein biosynthesis; Protein biosynthesis.organelle machinery; Protein biosynthesis.organelle machinery.mitochondrial ribosome; Protein biosynthesis.organelle machinery.mitochondrial ribosome.large ribosomal subunit proteome; Protein biosynthesis.organelle machinery.mitochondrial ribosome.large ribosomal subunit proteome.component mtRPL7/L12"	"17; 17.6; 17.6.1; 17.6.1.2; 17.6.1.2.10"	"mapman:Protein biosynthesis; mapman:Protein biosynthesis.organellar translation machinery; mapman:Protein biosynthesis.organellar translation machinery.mitochondrial ribosome biogenesis; mapman:Protein biosynthesis.organellar translation machinery.mitochondrial ribosome biogenesis.large ribosomal subunit proteome; mapman:Protein biosynthesis.organellar translation machinery.mitochondrial ribosome biogenesis.large ribosomal subunit proteome.component *(bL12m)"	"PF16320 ('Ribosomal protein L7/L12 dimerisation domain-Large ribosomal subunit protein bL12, oligomerization', '2.8E-4', 'Pfam'); PF00542 ('Ribosomal protein L7/L12 C-terminal domain-Large ribosomal subunit protein bL12, C-terminal', '1.0E-18', 'Pfam')"	"PTHR45987 ('39S RIBOSOMAL PROTEIN L12-Large ribosomal subunit protein bL12', '6.2E-63', 'PANTHER')"	"PF16320 ('Ribosomal protein L7/L12 dimerisation domain-Large ribosomal subunit protein bL12, oligomerization', '2.8E-4', 'Pfam'); PF00542 ('Ribosomal protein L7/L12 C-terminal domain-Large ribosomal subunit protein bL12, C-terminal', '1.0E-18', 'Pfam')"	"PTHR45987 ('39S RIBOSOMAL PROTEIN L12-Large ribosomal subunit protein bL12', '6.2E-63', 'PANTHER')"	"chr01"	1206425	1207045
"M2"	"VIT_18s0117g00080"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_06s0004g04010"	"Vitvi06g00397"	"Vitvi05_01chr06g06030"	"22; 22.6; 22.6.3; 22.6.3.1"	"Vesicle trafficking; Vesicle trafficking.target membrane tethering; Vesicle trafficking.target membrane tethering.Exocyst complex; Vesicle trafficking.target membrane tethering.Exocyst complex.component EXO70"	"22; 22.4; 22.4.1; 22.4.1.1"	"mapman:Vesicle trafficking; mapman:Vesicle trafficking.exocytic trafficking; mapman:Vesicle trafficking.exocytic trafficking.Exocyst complex; mapman:Vesicle trafficking.exocytic trafficking.Exocyst complex.component *(EXO70)"	"PF03081 ('Exo70 exocyst complex subunit C-terminal-Exocyst complex subunit Exo70, C-terminal', '1.4E-125', 'Pfam'); PF20669 ('Exocyst complex component Exo70 N-terminal', '2.4E-16', 'Pfam')"	"PTHR12542 ('EXOCYST COMPLEX PROTEIN EXO70-Exocyst complex component Exo70', '0.0', 'PANTHER')"	"PF03081 ('Exo70 exocyst complex subunit C-terminal-Exocyst complex subunit Exo70, C-terminal', '1.4E-125', 'Pfam'); PF20669 ('Exocyst complex component Exo70 N-terminal', '2.4E-16', 'Pfam')"	"PTHR12542 ('EXOCYST COMPLEX PROTEIN EXO70-Exocyst complex component Exo70', '0.0', 'PANTHER')"	"chr06"	5024110	5026918
"M2"	"VIT_00s1203g00010"	"Vitvi15g01767"	"Vitvi05_01chr15g03800"	"15; 15.5; 15.5.5; 15.5.5.1"	"RNA biosynthesis; RNA biosynthesis.transcriptional regulation; RNA biosynthesis.transcriptional regulation.B3  transcription factor superfamily; RNA biosynthesis.transcriptional regulation.B3  transcription factor superfamily.transcription factor (ARF)"	"15; 15.5; 15.5.9; 15.5.9.1"	"mapman:RNA biosynthesis; mapman:RNA biosynthesis.DNA-binding transcriptional regulation; mapman:RNA biosynthesis.DNA-binding transcriptional regulation.beta-barrel DNA-binding domain; mapman:RNA biosynthesis.DNA-binding transcriptional regulation.beta-barrel DNA-binding domain.ARF transcription factor"	"PF02362 ('B3 DNA binding domain-B3 DNA binding domain', '1.7E-7', 'Pfam')"	"PTHR31384 ('AUXIN RESPONSE FACTOR 4-RELATED-Auxin response factor', '3.4E-49', 'PANTHER')"	"PF02362 ('B3 DNA binding domain-B3 DNA binding domain', '2.2E-5', 'Pfam')"	"PTHR31384 ('AUXIN RESPONSE FACTOR 4-RELATED-Auxin response factor', '1.4E-40', 'PANTHER')"	"chr15"	4537164	4540576
"M2"	"VIT_18s0001g00780"	"Vitvi18g02943"	"Vitvi05_01chr18g22400"	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	""	""	"chr18"	21637215	21638538
"M2"	"VIT_18s0001g11580"	"Vitvi18g00879"	"Vitvi05_01chr18g13240"	"50; 50.1; 50.1.13"	"Enzyme classification; Enzyme classification.EC_1 oxidoreductases; Enzyme classification.EC_1 oxidoreductases.EC_1.14 oxidoreductase acting on paired donor with incorporation or reduction of molecular oxygen"	"50; 50.1; 50.1.13"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_1 oxidoreductases; mapman:Enzyme classification.EC_1 oxidoreductases.EC_1-14 oxidoreductase acting on paired donor with incorporation or reduction of molecular oxygen"	"PF00067 ('Cytochrome P450-Cytochrome P450', '5.4E-90', 'Pfam')"	"PTHR47947 ('CYTOCHROME P450 82C3-RELATED-Plant Cytochrome P450 Monooxygenase', '0.0', 'PANTHER')"	"PF00067 ('Cytochrome P450-Cytochrome P450', '5.4E-90', 'Pfam')"	"PTHR47947 ('CYTOCHROME P450 82C3-RELATED-Plant Cytochrome P450 Monooxygenase', '0.0', 'PANTHER')"	"chr18"	9828362	9830621
"M2"	"VIT_05s0094g01260"	"Vitvi05g01675"	"Vitvi05_01chr05g26210"	"50; 50.1; 50.1.3"	"Enzyme classification; Enzyme classification.EC_1 oxidoreductases; Enzyme classification.EC_1 oxidoreductases.EC_1.3 oxidoreductase acting on CH-CH group of donor"	"50; 50.1; 50.1.3"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_1 oxidoreductases; mapman:Enzyme classification.EC_1 oxidoreductases.EC_1-3 oxidoreductase acting on CH-CH group of donor"	"PF00107 ('Zinc-binding dehydrogenase-Alcohol dehydrogenase-like, C-terminal', '3.2E-21', 'Pfam'); PF16884 ('N-terminal domain of oxidoreductase-Oxidoreductase, N-terminal domain', '6.6E-18', 'Pfam')"	"PTHR43205 ('PROSTAGLANDIN REDUCTASE-Medium-chain dehydrogenase/reductase', '0.0', 'PANTHER')"	"PF00107 ('Zinc-binding dehydrogenase-Alcohol dehydrogenase-like, C-terminal', '3.2E-21', 'Pfam'); PF16884 ('N-terminal domain of oxidoreductase-Oxidoreductase, N-terminal domain', '6.6E-18', 'Pfam')"	"PTHR43205 ('PROSTAGLANDIN REDUCTASE-Medium-chain dehydrogenase/reductase', '0.0', 'PANTHER')"	"chr05"	26416692	26420143
"M2"	"VIT_00s2313g00010"	"Vitvi00g01312"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	"PF04502 ('Saf4/Yju2 protein-Saf4/Yju2 protein', '5.3E-29', 'Pfam')"	"PTHR12111 ('SPLICING FACTOR YJU2-Saf4/Yju2 protein', '3.3E-31', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_14s0006g02550"	"Vitvi14g01128"	"Vitvi05_01chr14g16910"	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	"PF00234 ('Protease inhibitor/seed storage/LTP family-Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain', '7.2E-7', 'Pfam')"	"PTHR33214 ('BIFUNCTIONAL INHIBITOR/LIPID-TRANSFER PROTEIN/SEED STORAGE 2S ALBUMIN SUPERFAMILY PROTEIN-Non-specific lipid-transfer protein type 2', '1.6E-26', 'PANTHER')"	"PF00234 ('Protease inhibitor/seed storage/LTP family-Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain', '7.2E-7', 'Pfam')"	"PTHR33214 ('BIFUNCTIONAL INHIBITOR/LIPID-TRANSFER PROTEIN/SEED STORAGE 2S ALBUMIN SUPERFAMILY PROTEIN-Non-specific lipid-transfer protein type 2', '1.6E-26', 'PANTHER')"	"chr14"	20197784	20198558
"M2"	"VIT_14s0066g00170"	"Vitvi14g01657"	"Vitvi05_01chr14g25240"	"50; 50.1; 50.1.13"	"Enzyme classification; Enzyme classification.EC_1 oxidoreductases; Enzyme classification.EC_1 oxidoreductases.EC_1.14 oxidoreductase acting on paired donor with incorporation or reduction of molecular oxygen"	"50; 50.1; 50.1.13"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_1 oxidoreductases; mapman:Enzyme classification.EC_1 oxidoreductases.EC_1-14 oxidoreductase acting on paired donor with incorporation or reduction of molecular oxygen"	"PF00067 ('Cytochrome P450-Cytochrome P450', '1.6E-54', 'Pfam')"	"PTHR24286 ('CYTOCHROME P450 26', '9.8E-109', 'PANTHER')"	"PF00067 ('Cytochrome P450-Cytochrome P450', '1.6E-54', 'Pfam')"	"PTHR24286 ('CYTOCHROME P450 26', '9.8E-109', 'PANTHER')"	"chr14"	26965099	26968729
"M2"	"VIT_18s0117g00140"	"Vitvi18g03049"	"Vitvi05_01chr18g28120"	"15; 15.5; 15.5.46"	"RNA biosynthesis; RNA biosynthesis.transcriptional regulation; RNA biosynthesis.transcriptional regulation.transcription factor (FAR1)"	"15; 15.5; 15.5.7; 15.5.7.4"	"mapman:RNA biosynthesis; mapman:RNA biosynthesis.DNA-binding transcriptional regulation; mapman:RNA biosynthesis.DNA-binding transcriptional regulation.beta-hairpin exposed by alpha/beta-scaffold structure; mapman:RNA biosynthesis.DNA-binding transcriptional regulation.beta-hairpin exposed by alpha/beta-scaffold structure.FRS/FRF transcription factor"	"PF05278 ('Arabidopsis phospholipase-like protein (PEARLI 4)-Phospholipase-like', '1.4E-6', 'Pfam'); PF05278 ('Arabidopsis phospholipase-like protein (PEARLI 4)-Phospholipase-like', '1.9E-6', 'Pfam'); PF03101 ('FAR1 DNA-binding domain-FAR1 DNA binding domain', '6.6E-20', 'Pfam'); PF03101 ('FAR1 DNA-binding domain-FAR1 DNA binding domain', '8.3E-20', 'Pfam')"	"PTHR46328 ('FAR-RED IMPAIRED RESPONSIVE (FAR1) FAMILY PROTEIN-RELATED', '8.8E-48', 'PANTHER'); PTHR46328 ('FAR-RED IMPAIRED RESPONSIVE (FAR1) FAMILY PROTEIN-RELATED', '2.6E-48', 'PANTHER'); PTHR46328 ('FAR-RED IMPAIRED RESPONSIVE (FAR1) FAMILY PROTEIN-RELATED', '3.2E-48', 'PANTHER')"	"PF05278 ('Arabidopsis phospholipase-like protein (PEARLI 4)-Phospholipase-like', '1.9E-6', 'Pfam'); PF03101 ('FAR1 DNA-binding domain-FAR1 DNA binding domain', '8.3E-20', 'Pfam')"	"PTHR46328 ('FAR-RED IMPAIRED RESPONSIVE (FAR1) FAMILY PROTEIN-RELATED', '2.6E-48', 'PANTHER')"	"chr18"	28621479	28630197
"M2"	"VIT_09s0054g00030"	"Vitvi09g01930"	NA	"17; 17.1; 17.1.2; 17.1.2.1; 17.1.2.1.5"	"Protein biosynthesis; Protein biosynthesis.ribosome biogenesis; Protein biosynthesis.ribosome biogenesis.large ribosomal subunit (LSU); Protein biosynthesis.ribosome biogenesis.large ribosomal subunit (LSU).LSU proteome; Protein biosynthesis.ribosome biogenesis.large ribosomal subunit (LSU).LSU proteome.component RPL7"	""	""	"PF00327 ('Ribosomal protein L30p/L7e-Large ribosomal subunit protein uL30-like, ferredoxin-like fold domain', '1.5E-11', 'Pfam'); PF08079 ('Ribosomal L30 N-terminal domain-Large ribosomal subunit protein uL30, N-terminal, eukaryotes', '1.0E-10', 'Pfam')"	"PTHR11524 ('60S RIBOSOMAL PROTEIN L7-Large ribosomal subunit protein uL30', '1.9E-68', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_03s0017g00870"	"Vitvi03g01816"	"Vitvi05_01chr03g17570"	"50; 50.2; 50.2.3; 9; 9.2; 9.2.2; 9.2.2.11; 9.2.2.12"	"Enzyme classification; Enzyme classification.EC_2 transferases; Enzyme classification.EC_2 transferases.EC_2.3 acyltransferase; Secondary metabolism; Secondary metabolism.phenolics; Secondary metabolism.phenolics.flavonoid biosynthesis; Secondary metabolism.phenolics.flavonoid biosynthesis.anthocyanins and proanthocyanidins biosynthesis; Secondary metabolism.phenolics.flavonoid biosynthesis.anthocyanins modifications and transport"	"50; 50.2; 50.2.3"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_2 transferases; mapman:Enzyme classification.EC_2 transferases.EC_2-3 acyltransferase"	"PF02458 ('Transferase family', '4.5E-70', 'Pfam')"	"PTHR31623 ('F21J9.9', '1.6E-113', 'PANTHER')"	"PF02458 ('Transferase family', '4.5E-70', 'Pfam')"	"PTHR31623 ('F21J9.9', '1.6E-113', 'PANTHER')"	"chr03"	18023058	18024774
"M2"	"VIT_13s0019g00420"	"Vitvi13g00258"	NA	"35; 35.1"	"not assigned; not assigned.annotated"	""	""	"PF00646 ('F-box domain-F-box domain', '3.0E-5', 'Pfam')"	"PTHR31639 ('F-BOX PROTEIN-LIKE', '1.1E-31', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_13s0019g00110"	"Vitvi13g02335"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	NA	NA	NA	NA	NA
"M2"	"VIT_17s0119g00150"	"Vitvi17g01613"	NA	"35; 35.1"	"not assigned; not assigned.annotated"	""	""	"PF00197 ('Trypsin and protease inhibitor-Proteinase inhibitor I3, Kunitz legume', '2.1E-64', 'Pfam')"	"PTHR33107 ('KUNITZ TRYPSIN INHIBITOR 2-Proteinase inhibitor I3, Kunitz legume', '3.6E-76', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_18s0117g00030"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_00s0187g00090"	"Vitvi10g01678"	"Vitvi05_01chr10g03120"	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	"PF07430 ('Phloem filament protein PP1 cystatin-like domain-Phloem filament PP1', '4.9E-6', 'Pfam')"	"PTHR11413 ('CYSTATIN FAMILY MEMBER-Cystatin', '3.2E-11', 'PANTHER')"	"PF07430 ('Phloem filament protein PP1 cystatin-like domain-Phloem filament PP1', '4.9E-6', 'Pfam')"	"PTHR11413 ('CYSTATIN FAMILY MEMBER-Cystatin', '2.1E-11', 'PANTHER')"	"chr10"	2250431	2251308
"M2"	"VIT_07s0129g00120"	"Vitvi07g02632"	NA	"35; 35.1"	"not assigned; not assigned.annotated"	""	""	"PF04564 ('U-box domain-U-box domain', '0.094', 'Pfam')"	""	NA	NA	NA	NA	NA
"M2"	"VIT_18s0001g06940"	"Vitvi18g02593"	NA	"24; 24.2; 24.2.1; 24.2.1.6"	"Solute transport; Solute transport.carrier-mediated transport; Solute transport.carrier-mediated transport.DMT superfamily; Solute transport.carrier-mediated transport.DMT superfamily.organic cation transporter (PUP)"	""	""	"PF16913 ('Purine nucleobase transmembrane transport', '3.6E-115', 'Pfam')"	"PTHR31376 ('OS09G0467300 PROTEIN-RELATED-Purine permease, plant', '0.0', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_13s0158g00270"	"Vitvi13g02451"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	NA	NA	NA	NA	NA
"M2"	"VIT_12s0055g00160"	"Vitvi12g01699"	"Vitvi05_01chr12g16420"	"50; 50.2; 50.2.4"	"Enzyme classification; Enzyme classification.EC_2 transferases; Enzyme classification.EC_2 transferases.EC_2.4 glycosyltransferase"	"50; 50.2; 50.2.4"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_2 transferases; mapman:Enzyme classification.EC_2 transferases.EC_2-4 glycosyltransferase"	"PF00201 ('UDP-glucoronosyl and UDP-glucosyl transferase-UDP-glucuronosyl/UDP-glucosyltransferase', '6.4E-16', 'Pfam')"	"PTHR48048 ('GLYCOSYLTRANSFERASE-Plant UDP-glycosyltransferase superfamily', '0.0', 'PANTHER')"	"PF00201 ('UDP-glucoronosyl and UDP-glucosyl transferase-UDP-glucuronosyl/UDP-glucosyltransferase', '6.5E-16', 'Pfam'); PF00201 ('UDP-glucoronosyl and UDP-glucosyl transferase-UDP-glucuronosyl/UDP-glucosyltransferase', '6.4E-16', 'Pfam')"	"PTHR48048 ('GLYCOSYLTRANSFERASE-Plant UDP-glycosyltransferase superfamily', '1.3E-175', 'PANTHER'); PTHR48048 ('GLYCOSYLTRANSFERASE-Plant UDP-glycosyltransferase superfamily', '0.0', 'PANTHER')"	"chr12"	17176355	17178818
"M2"	"VIT_09s0054g01680"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_16s0050g01720"	"Vitvi16g01158"	NA	"50; 50.2; 50.2.7"	"Enzyme classification; Enzyme classification.EC_2 transferases; Enzyme classification.EC_2 transferases.EC_2.7 transferase transferring phosphorus-containing group"	""	""	"PF00069 ('Protein kinase domain-Protein kinase domain', '9.4E-19', 'Pfam')"	"PTHR27009 ('RUST RESISTANCE KINASE LR10-RELATED-Rust resistance kinase Lr10', '1.2E-76', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_00s0414g00060"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_19s0014g05330"	"Vitvi19g00423"	"Vitvi05_01chr19g07240"	"35; 35.1"	"not assigned; not assigned.annotated"	""	""	"PF12796 ('Ankyrin repeats (3 copies)-Ankyrin repeat', '8.7E-10', 'Pfam'); PF12796 ('Ankyrin repeats (3 copies)-Ankyrin repeat', '2.8E-6', 'Pfam'); PF12796 ('Ankyrin repeats (3 copies)-Ankyrin repeat', '1.2E-4', 'Pfam'); PF13962 ('Domain of unknown function-PGG domain', '3.7E-27', 'Pfam'); PF00023 ('Ankyrin repeat-Ankyrin repeat', '2.2', 'Pfam')"	"PTHR24186 ('PROTEIN PHOSPHATASE 1 REGULATORY SUBUNIT', '4.8E-100', 'PANTHER')"	"PF12796 ('Ankyrin repeats (3 copies)-Ankyrin repeat', '3.0E-6', 'Pfam'); PF12796 ('Ankyrin repeats (3 copies)-Ankyrin repeat', '9.6E-10', 'Pfam'); PF00023 ('Ankyrin repeat-Ankyrin repeat', '2.4', 'Pfam'); PF12796 ('Ankyrin repeats (3 copies)-Ankyrin repeat', '1.3E-4', 'Pfam'); PF13962 ('Domain of unknown function-PGG domain', '4.1E-27', 'Pfam')"	"PTHR24186 ('PROTEIN PHOSPHATASE 1 REGULATORY SUBUNIT', '2.7E-103', 'PANTHER')"	"chr19"	5702276	5704711
"M2"	"VIT_12s0028g00480"	"Vitvi12g02193"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	NA	NA	NA	NA	NA
"M2"	"VIT_05s0029g01000"	"Vitvi05g02074"	"Vitvi05_01chr05g17800"	"35; 35.1"	"not assigned; not assigned.annotated"	""	""	"PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '1500.0', 'Pfam'); PF08263 ('Leucine rich repeat N-terminal domain-Leucine-rich repeat-containing N-terminal, plant-type', '1.0E-8', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '24.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '620.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '20.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '4700.0', 'Pfam'); PF13855 ('Leucine rich repeat-Leucine-rich repeat', '1.1E-4', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '4400.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '2200.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '1900.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '510.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '3600.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '58.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '3200.0', 'Pfam'); PF13855 ('Leucine rich repeat-Leucine-rich repeat', '9.0E-5', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '500.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '490.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '1800.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '71.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '400.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '180.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '150.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '410.0', 'Pfam')"	"PTHR48063 ('LRR RECEPTOR-LIKE KINASE-Receptor-like EIX Recognition', '0.0', 'PANTHER')"	"PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '25.0', 'Pfam'); PF13855 ('Leucine rich repeat-Leucine-rich repeat', '1.1E-4', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '630.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '4400.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '2200.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '500.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '72.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '180.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '1900.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '510.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '490.0', 'Pfam'); PF08263 ('Leucine rich repeat N-terminal domain-Leucine-rich repeat-containing N-terminal, plant-type', '1.0E-8', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '24.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '620.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '71.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '3200.0', 'Pfam')"	"PTHR48063 ('LRR RECEPTOR-LIKE KINASE-Receptor-like EIX Recognition', '0.0', 'PANTHER')"	"chr05"	18391544	18398432
"M2"	"VIT_00s0238g00120"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_07s0005g00530"	"Vitvi07g02204"	NA	"35; 35.1"	"not assigned; not assigned.annotated"	""	""	"PF00310 ('Glutamine amidotransferases class-II-Glutamine amidotransferase type 2 domain', '3.2E-22', 'Pfam')"	"PTHR48379 ('GLUTAMATE SYNTHASE CENTRAL-N DOMAIN-CONTAINING PROTEIN-Ferredoxin--NADP reductase type 1', '2.9E-9', 'PANTHER')"	NA	NA	NA	NA	NA
