Transcript	Gene
Vitvi05_01chr19g07630_t002	Vitvi05_01chr19g07630
Vitvi05_01chr19g07630_t001	Vitvi05_01chr19g07630
Vitvi05_01chr19g07640_t002	Vitvi05_01chr19g07640
Vitvi05_01chr19g07640_t001	Vitvi05_01chr19g07640
Vitvi05_01chr19g07650_t001	Vitvi05_01chr19g07650
Vitvi05_01chr19g07660_t001	Vitvi05_01chr19g07660
Vitvi05_01chr19g07670_t001	Vitvi05_01chr19g07670
Vitvi05_01chr19g07680_t001	Vitvi05_01chr19g07680
Vitvi05_01chr19g07690_t002	Vitvi05_01chr19g07690
Vitvi05_01chr19g07690_t001	Vitvi05_01chr19g07690
Vitvi05_01chr19g07700_t002	Vitvi05_01chr19g07700
Vitvi05_01chr19g07700_t001	Vitvi05_01chr19g07700
Vitvi05_01chr19g07710_t001	Vitvi05_01chr19g07710
Vitvi05_01chr19g07720_t002	Vitvi05_01chr19g07720
Vitvi05_01chr19g07720_t001	Vitvi05_01chr19g07720
Vitvi05_01chr19g07730_t001	Vitvi05_01chr19g07730
Vitvi05_01chr19g07740_t002	Vitvi05_01chr19g07740
Vitvi05_01chr19g07740_t001	Vitvi05_01chr19g07740
Vitvi05_01chr19g07750_t001	Vitvi05_01chr19g07750
Vitvi05_01chr19g07750_t002	Vitvi05_01chr19g07750
Vitvi05_01chr19g07760_t001	Vitvi05_01chr19g07760
Vitvi05_01chr19g07770_t001	Vitvi05_01chr19g07770
Vitvi05_01chr19g07780_t001	Vitvi05_01chr19g07780
Vitvi05_01chr19g07790_t001	Vitvi05_01chr19g07790
Vitvi05_01chr19g07800_t001	Vitvi05_01chr19g07800
Vitvi05_01chr19g07810_t002	Vitvi05_01chr19g07810
Vitvi05_01chr19g07810_t001	Vitvi05_01chr19g07810
Vitvi05_01chr19g07820_t001	Vitvi05_01chr19g07820
Vitvi05_01chr19g07830_t001	Vitvi05_01chr19g07830
Vitvi05_01chr19g07840_t001	Vitvi05_01chr19g07840
Vitvi05_01chr19g07850_t001	Vitvi05_01chr19g07850
Vitvi05_01chr19g07860_t001	Vitvi05_01chr19g07860
Vitvi05_01chr19g07870_t002	Vitvi05_01chr19g07870
Vitvi05_01chr19g07870_t001	Vitvi05_01chr19g07870
Vitvi05_01chr19g07880_t001	Vitvi05_01chr19g07880
Vitvi05_01chr19g07890_t001	Vitvi05_01chr19g07890
Vitvi05_01chr19g07900_t001	Vitvi05_01chr19g07900
Vitvi05_01chr19g07910_t002	Vitvi05_01chr19g07910
Vitvi05_01chr19g07910_t001	Vitvi05_01chr19g07910
Vitvi05_01chr19g07920_t001	Vitvi05_01chr19g07920
Vitvi05_01chr19g07930_t001	Vitvi05_01chr19g07930
Vitvi05_01chr19g07940_t001	Vitvi05_01chr19g07940
Vitvi05_01chr19g07950_t002	Vitvi05_01chr19g07950
Vitvi05_01chr19g07950_t001	Vitvi05_01chr19g07950
Vitvi05_01chr19g07960_t001	Vitvi05_01chr19g07960
Vitvi05_01chr19g07970_t001	Vitvi05_01chr19g07970
Vitvi05_01chr19g07980_t001	Vitvi05_01chr19g07980
Vitvi05_01chr19g07990_t002	Vitvi05_01chr19g07990
Vitvi05_01chr19g07990_t001	Vitvi05_01chr19g07990
Vitvi05_01chr19g08000_t001	Vitvi05_01chr19g08000
Vitvi05_01chr19g08000_t002	Vitvi05_01chr19g08000
Vitvi05_01chr19g08010_t001	Vitvi05_01chr19g08010
Vitvi05_01chr19g08020_t001	Vitvi05_01chr19g08020
Vitvi05_01chr19g08030_t001	Vitvi05_01chr19g08030
Vitvi05_01chr19g08040_t001	Vitvi05_01chr19g08040
Vitvi05_01chr19g08050_t001	Vitvi05_01chr19g08050
Vitvi05_01chr19g08060_t001	Vitvi05_01chr19g08060
Vitvi05_01chr19g08070_t001	Vitvi05_01chr19g08070
Vitvi05_01chr19g08080_t001	Vitvi05_01chr19g08080
Vitvi05_01chr19g08090_t001	Vitvi05_01chr19g08090
Vitvi05_01chr19g08100_t001	Vitvi05_01chr19g08100
Vitvi05_01chr19g08110_t001	Vitvi05_01chr19g08110
Vitvi05_01chr19g08120_t002	Vitvi05_01chr19g08120
Vitvi05_01chr19g08120_t001	Vitvi05_01chr19g08120
Vitvi05_01chr19g08130_t001	Vitvi05_01chr19g08130
Vitvi05_01chr19g08140_t001	Vitvi05_01chr19g08140
Vitvi05_01chr19g08150_t001	Vitvi05_01chr19g08150
Vitvi05_01chr19g08160_t001	Vitvi05_01chr19g08160
Vitvi05_01chr19g08170_t001	Vitvi05_01chr19g08170
Vitvi05_01chr19g08180_t001	Vitvi05_01chr19g08180
Vitvi05_01chr19g08190_t001	Vitvi05_01chr19g08190
Vitvi05_01chr19g08200_t001	Vitvi05_01chr19g08200
Vitvi05_01chr19g08210_t001	Vitvi05_01chr19g08210
Vitvi05_01chr19g08220_t001	Vitvi05_01chr19g08220
Vitvi05_01chr19g08230_t001	Vitvi05_01chr19g08230
Vitvi05_01chr19g08240_t001	Vitvi05_01chr19g08240
Vitvi05_01chr19g08250_t002	Vitvi05_01chr19g08250
Vitvi05_01chr19g08250_t001	Vitvi05_01chr19g08250
Vitvi05_01chr19g08260_t002	Vitvi05_01chr19g08260
Vitvi05_01chr19g08260_t001	Vitvi05_01chr19g08260
Vitvi05_01chr19g08270_t001	Vitvi05_01chr19g08270
Vitvi05_01chr19g08280_t001	Vitvi05_01chr19g08280
Vitvi05_01chr19g08290_t001	Vitvi05_01chr19g08290
Vitvi05_01chr19g08300_t001	Vitvi05_01chr19g08300
Vitvi05_01chr19g08310_t001	Vitvi05_01chr19g08310
Vitvi05_01chr19g08320_t001	Vitvi05_01chr19g08320
Vitvi05_01chr19g08330_t002	Vitvi05_01chr19g08330
Vitvi05_01chr19g08330_t003	Vitvi05_01chr19g08330
Vitvi05_01chr19g08330_t001	Vitvi05_01chr19g08330
Vitvi05_01chr19g08340_t001	Vitvi05_01chr19g08340
Vitvi05_01chr19g08350_t001	Vitvi05_01chr19g08350
Vitvi05_01chr19g08360_t001	Vitvi05_01chr19g08360
Vitvi05_01chr19g08370_t001	Vitvi05_01chr19g08370
Vitvi05_01chr19g08380_t001	Vitvi05_01chr19g08380
Vitvi05_01chr19g08380_t002	Vitvi05_01chr19g08380
Vitvi05_01chr19g08390_t001	Vitvi05_01chr19g08390
Vitvi05_01chr19g08400_t001	Vitvi05_01chr19g08400
Vitvi05_01chr19g08400_t002	Vitvi05_01chr19g08400
Vitvi05_01chr19g08410_t001	Vitvi05_01chr19g08410
Vitvi05_01chr19g08420_t001	Vitvi05_01chr19g08420
Vitvi05_01chr19g08430_t001	Vitvi05_01chr19g08430
Vitvi05_01chr19g08430_t002	Vitvi05_01chr19g08430
Vitvi05_01chr19g08440_t001	Vitvi05_01chr19g08440
Vitvi05_01chr19g08450_t001	Vitvi05_01chr19g08450
Vitvi05_01chr19g08460_t001	Vitvi05_01chr19g08460
Vitvi05_01chr19g08470_t001	Vitvi05_01chr19g08470
Vitvi05_01chr19g08480_t001	Vitvi05_01chr19g08480
Vitvi05_01chr19g08490_t001	Vitvi05_01chr19g08490
Vitvi05_01chr19g08500_t001	Vitvi05_01chr19g08500
Vitvi05_01chr19g08510_t001	Vitvi05_01chr19g08510
Vitvi05_01chr19g08520_t001	Vitvi05_01chr19g08520
Vitvi05_01chr19g08530_t001	Vitvi05_01chr19g08530
Vitvi05_01chr19g08540_t002	Vitvi05_01chr19g08540
Vitvi05_01chr19g08540_t001	Vitvi05_01chr19g08540
Vitvi05_01chr19g08550_t001	Vitvi05_01chr19g08550
Vitvi05_01chr19g08560_t001	Vitvi05_01chr19g08560
Vitvi05_01chr19g08570_t001	Vitvi05_01chr19g08570
Vitvi05_01chr19g08580_t001	Vitvi05_01chr19g08580
Vitvi05_01chr19g08590_t001	Vitvi05_01chr19g08590
Vitvi05_01chr19g08600_t001	Vitvi05_01chr19g08600
Vitvi05_01chr19g08610_t001	Vitvi05_01chr19g08610
Vitvi05_01chr19g08620_t001	Vitvi05_01chr19g08620
Vitvi05_01chr19g08630_t001	Vitvi05_01chr19g08630
Vitvi05_01chr19g08640_t001	Vitvi05_01chr19g08640
Vitvi05_01chr19g08650_t002	Vitvi05_01chr19g08650
Vitvi05_01chr19g08650_t001	Vitvi05_01chr19g08650
Vitvi05_01chr19g08660_t001	Vitvi05_01chr19g08660
Vitvi05_01chr19g08670_t002	Vitvi05_01chr19g08670
Vitvi05_01chr19g08670_t001	Vitvi05_01chr19g08670
Vitvi05_01chr19g08670_t003	Vitvi05_01chr19g08670
Vitvi05_01chr19g08680_t002	Vitvi05_01chr19g08680
Vitvi05_01chr19g08680_t001	Vitvi05_01chr19g08680
Vitvi05_01chr19g08680_t003	Vitvi05_01chr19g08680
Vitvi05_01chr19g08690_t001	Vitvi05_01chr19g08690
Vitvi05_01chr19g08700_t001	Vitvi05_01chr19g08700
Vitvi05_01chr19g08710_t001	Vitvi05_01chr19g08710
Vitvi05_01chr19g08720_t001	Vitvi05_01chr19g08720
Vitvi05_01chr19g08730_t001	Vitvi05_01chr19g08730
Vitvi05_01chr19g08740_t001	Vitvi05_01chr19g08740
Vitvi05_01chr19g08750_t001	Vitvi05_01chr19g08750
Vitvi05_01chr19g08760_t002	Vitvi05_01chr19g08760
Vitvi05_01chr19g08760_t001	Vitvi05_01chr19g08760
Vitvi05_01chr19g08770_t001	Vitvi05_01chr19g08770
Vitvi05_01chr19g08780_t001	Vitvi05_01chr19g08780
Vitvi05_01chr19g08780_t002	Vitvi05_01chr19g08780
Vitvi05_01chr19g08790_t002	Vitvi05_01chr19g08790
Vitvi05_01chr19g08790_t001	Vitvi05_01chr19g08790
Vitvi05_01chr19g08800_t001	Vitvi05_01chr19g08800
Vitvi05_01chr19g08810_t001	Vitvi05_01chr19g08810
Vitvi05_01chr19g08820_t001	Vitvi05_01chr19g08820
Vitvi05_01chr19g08830_t001	Vitvi05_01chr19g08830
Vitvi05_01chr19g08840_t001	Vitvi05_01chr19g08840
Vitvi05_01chr19g08850_t002	Vitvi05_01chr19g08850
Vitvi05_01chr19g08850_t001	Vitvi05_01chr19g08850
Vitvi05_01chr19g08860_t001	Vitvi05_01chr19g08860
Vitvi05_01chr19g08870_t001	Vitvi05_01chr19g08870
Vitvi05_01chr19g08880_t001	Vitvi05_01chr19g08880
Vitvi05_01chr19g08890_t001	Vitvi05_01chr19g08890
Vitvi05_01chr19g08900_t001	Vitvi05_01chr19g08900
Vitvi05_01chr19g08910_t001	Vitvi05_01chr19g08910
Vitvi05_01chr19g08920_t001	Vitvi05_01chr19g08920
Vitvi05_01chr19g08930_t002	Vitvi05_01chr19g08930
Vitvi05_01chr19g08930_t001	Vitvi05_01chr19g08930
Vitvi05_01chr19g08940_t001	Vitvi05_01chr19g08940
Vitvi05_01chr19g08950_t001	Vitvi05_01chr19g08950
Vitvi05_01chr19g08960_t001	Vitvi05_01chr19g08960
Vitvi05_01chr19g08970_t001	Vitvi05_01chr19g08970
Vitvi05_01chr19g08980_t001	Vitvi05_01chr19g08980
Vitvi05_01chr19g08990_t001	Vitvi05_01chr19g08990
Vitvi05_01chr19g09000_t001	Vitvi05_01chr19g09000
Vitvi05_01chr19g09010_t001	Vitvi05_01chr19g09010
Vitvi05_01chr19g09010_t002	Vitvi05_01chr19g09010
Vitvi05_01chr19g09020_t001	Vitvi05_01chr19g09020
Vitvi05_01chr19g09030_t001	Vitvi05_01chr19g09030
Vitvi05_01chr19g09040_t001	Vitvi05_01chr19g09040
Vitvi05_01chr19g09040_t002	Vitvi05_01chr19g09040
Vitvi05_01chr19g09050_t001	Vitvi05_01chr19g09050
Vitvi05_01chr19g09060_t001	Vitvi05_01chr19g09060
Vitvi05_01chr19g09070_t001	Vitvi05_01chr19g09070
Vitvi05_01chr19g09080_t001	Vitvi05_01chr19g09080
Vitvi05_01chr19g09090_t001	Vitvi05_01chr19g09090
Vitvi05_01chr19g09100_t001	Vitvi05_01chr19g09100
Vitvi05_01chr19g09110_t001	Vitvi05_01chr19g09110
Vitvi05_01chr19g09120_t001	Vitvi05_01chr19g09120
Vitvi05_01chr19g09130_t001	Vitvi05_01chr19g09130
Vitvi05_01chr19g09140_t001	Vitvi05_01chr19g09140
Vitvi05_01chr19g09150_t001	Vitvi05_01chr19g09150
Vitvi05_01chr19g09160_t001	Vitvi05_01chr19g09160
Vitvi05_01chr19g09170_t001	Vitvi05_01chr19g09170
Vitvi05_01chr19g09180_t001	Vitvi05_01chr19g09180
Vitvi05_01chr19g09190_t001	Vitvi05_01chr19g09190
Vitvi05_01chr19g09190_t002	Vitvi05_01chr19g09190
Vitvi05_01chr19g09200_t001	Vitvi05_01chr19g09200
Vitvi05_01chr19g09210_t001	Vitvi05_01chr19g09210
Vitvi05_01chr19g09220_t002	Vitvi05_01chr19g09220
Vitvi05_01chr19g09220_t001	Vitvi05_01chr19g09220
Vitvi05_01chr19g09230_t001	Vitvi05_01chr19g09230
Vitvi05_01chr19g09240_t001	Vitvi05_01chr19g09240
Vitvi05_01chr19g09240_t002	Vitvi05_01chr19g09240
Vitvi05_01chr19g09250_t001	Vitvi05_01chr19g09250
Vitvi05_01chr19g09260_t001	Vitvi05_01chr19g09260
Vitvi05_01chr19g09270_t001	Vitvi05_01chr19g09270
Vitvi05_01chr19g09280_t001	Vitvi05_01chr19g09280
Vitvi05_01chr19g09290_t001	Vitvi05_01chr19g09290
Vitvi05_01chr19g09300_t001	Vitvi05_01chr19g09300
Vitvi05_01chr19g09310_t001	Vitvi05_01chr19g09310
Vitvi05_01chr19g09320_t001	Vitvi05_01chr19g09320
Vitvi05_01chr19g09330_t002	Vitvi05_01chr19g09330
Vitvi05_01chr19g09330_t001	Vitvi05_01chr19g09330
Vitvi05_01chr19g09340_t001	Vitvi05_01chr19g09340
Vitvi05_01chr19g09350_t001	Vitvi05_01chr19g09350
Vitvi05_01chr19g09360_t002	Vitvi05_01chr19g09360
Vitvi05_01chr19g09360_t001	Vitvi05_01chr19g09360
Vitvi05_01chr19g09370_t001	Vitvi05_01chr19g09370
Vitvi05_01chr19g09380_t002	Vitvi05_01chr19g09380
Vitvi05_01chr19g09380_t001	Vitvi05_01chr19g09380
Vitvi05_01chr19g09390_t001	Vitvi05_01chr19g09390
Vitvi05_01chr19g09400_t001	Vitvi05_01chr19g09400
Vitvi05_01chr19g09410_t001	Vitvi05_01chr19g09410
Vitvi05_01chr19g09420_t001	Vitvi05_01chr19g09420
Vitvi05_01chr19g09430_t001	Vitvi05_01chr19g09430
Vitvi05_01chr19g09440_t001	Vitvi05_01chr19g09440
Vitvi05_01chr19g09450_t001	Vitvi05_01chr19g09450
Vitvi05_01chr19g09460_t001	Vitvi05_01chr19g09460
Vitvi05_01chr19g09470_t001	Vitvi05_01chr19g09470
Vitvi05_01chr19g09480_t001	Vitvi05_01chr19g09480
Vitvi05_01chr19g09490_t001	Vitvi05_01chr19g09490
Vitvi05_01chr19g09500_t001	Vitvi05_01chr19g09500
Vitvi05_01chr19g09500_t002	Vitvi05_01chr19g09500
Vitvi05_01chr19g09510_t001	Vitvi05_01chr19g09510
Vitvi05_01chr19g09520_t001	Vitvi05_01chr19g09520
Vitvi05_01chr19g09530_t001	Vitvi05_01chr19g09530
Vitvi05_01chr19g09540_t001	Vitvi05_01chr19g09540
Vitvi05_01chr19g09550_t001	Vitvi05_01chr19g09550
Vitvi05_01chr19g09560_t001	Vitvi05_01chr19g09560
Vitvi05_01chr19g09570_t001	Vitvi05_01chr19g09570
Vitvi05_01chr19g09580_t001	Vitvi05_01chr19g09580
Vitvi05_01chr19g09590_t002	Vitvi05_01chr19g09590
Vitvi05_01chr19g09590_t001	Vitvi05_01chr19g09590
Vitvi05_01chr19g09600_t001	Vitvi05_01chr19g09600
Vitvi05_01chr19g09610_t002	Vitvi05_01chr19g09610
Vitvi05_01chr19g09610_t001	Vitvi05_01chr19g09610
Vitvi05_01chr19g09610_t003	Vitvi05_01chr19g09610
Vitvi05_01chr19g09620_t001	Vitvi05_01chr19g09620
Vitvi05_01chr19g09630_t001	Vitvi05_01chr19g09630
Vitvi05_01chr19g09640_t001	Vitvi05_01chr19g09640
Vitvi05_01chr19g09650_t001	Vitvi05_01chr19g09650
Vitvi05_01chr19g09660_t001	Vitvi05_01chr19g09660
Vitvi05_01chr19g09670_t001	Vitvi05_01chr19g09670
Vitvi05_01chr19g09680_t001	Vitvi05_01chr19g09680
Vitvi05_01chr19g09690_t001	Vitvi05_01chr19g09690
Vitvi05_01chr19g09700_t001	Vitvi05_01chr19g09700
Vitvi05_01chr19g09710_t001	Vitvi05_01chr19g09710
Vitvi05_01chr19g09720_t001	Vitvi05_01chr19g09720
Vitvi05_01chr19g09730_t001	Vitvi05_01chr19g09730
Vitvi05_01chr19g09740_t001	Vitvi05_01chr19g09740
Vitvi05_01chr19g09750_t001	Vitvi05_01chr19g09750
Vitvi05_01chr19g09760_t002	Vitvi05_01chr19g09760
Vitvi05_01chr19g09760_t001	Vitvi05_01chr19g09760
Vitvi05_01chr19g09770_t001	Vitvi05_01chr19g09770
Vitvi05_01chr19g09780_t001	Vitvi05_01chr19g09780
Vitvi05_01chr19g09790_t001	Vitvi05_01chr19g09790
Vitvi05_01chr19g09800_t002	Vitvi05_01chr19g09800
Vitvi05_01chr19g09800_t001	Vitvi05_01chr19g09800
Vitvi05_01chr19g09810_t002	Vitvi05_01chr19g09810
Vitvi05_01chr19g09810_t001	Vitvi05_01chr19g09810
Vitvi05_01chr19g09820_t001	Vitvi05_01chr19g09820
Vitvi05_01chr19g09830_t002	Vitvi05_01chr19g09830
Vitvi05_01chr19g09830_t001	Vitvi05_01chr19g09830
Vitvi05_01chr19g09840_t001	Vitvi05_01chr19g09840
Vitvi05_01chr19g09850_t001	Vitvi05_01chr19g09850
Vitvi05_01chr19g09860_t001	Vitvi05_01chr19g09860
Vitvi05_01chr19g09870_t001	Vitvi05_01chr19g09870
Vitvi05_01chr19g09880_t001	Vitvi05_01chr19g09880
Vitvi05_01chr19g09890_t001	Vitvi05_01chr19g09890
Vitvi05_01chr19g09900_t001	Vitvi05_01chr19g09900
Vitvi05_01chr19g09910_t001	Vitvi05_01chr19g09910
Vitvi05_01chr19g09920_t002	Vitvi05_01chr19g09920
Vitvi05_01chr19g09920_t001	Vitvi05_01chr19g09920
Vitvi05_01chr19g09930_t001	Vitvi05_01chr19g09930
Vitvi05_01chr19g09940_t001	Vitvi05_01chr19g09940
Vitvi05_01chr19g09940_t002	Vitvi05_01chr19g09940
Vitvi05_01chr19g09950_t001	Vitvi05_01chr19g09950
Vitvi05_01chr19g09960_t002	Vitvi05_01chr19g09960
Vitvi05_01chr19g09960_t001	Vitvi05_01chr19g09960
Vitvi05_01chr19g09970_t001	Vitvi05_01chr19g09970
Vitvi05_01chr19g09980_t001	Vitvi05_01chr19g09980
Vitvi05_01chr19g09990_t001	Vitvi05_01chr19g09990
Vitvi05_01chr19g10000_t001	Vitvi05_01chr19g10000
Vitvi05_01chr19g10010_t001	Vitvi05_01chr19g10010
Vitvi05_01chr19g10020_t001	Vitvi05_01chr19g10020
Vitvi05_01chr19g10030_t001	Vitvi05_01chr19g10030
Vitvi05_01chr19g10040_t002	Vitvi05_01chr19g10040
Vitvi05_01chr19g10040_t001	Vitvi05_01chr19g10040
Vitvi05_01chr19g10050_t001	Vitvi05_01chr19g10050
Vitvi05_01chr19g10060_t001	Vitvi05_01chr19g10060
Vitvi05_01chr19g10070_t001	Vitvi05_01chr19g10070
Vitvi05_01chr19g10080_t001	Vitvi05_01chr19g10080
Vitvi05_01chr19g10090_t001	Vitvi05_01chr19g10090
Vitvi05_01chr19g10100_t001	Vitvi05_01chr19g10100
Vitvi05_01chr19g10110_t001	Vitvi05_01chr19g10110
Vitvi05_01chr19g10120_t001	Vitvi05_01chr19g10120
Vitvi05_01chr19g10130_t002	Vitvi05_01chr19g10130
Vitvi05_01chr19g10130_t003	Vitvi05_01chr19g10130
Vitvi05_01chr19g10130_t001	Vitvi05_01chr19g10130
Vitvi05_01chr19g10140_t001	Vitvi05_01chr19g10140
Vitvi05_01chr19g10150_t001	Vitvi05_01chr19g10150
Vitvi05_01chr19g10160_t001	Vitvi05_01chr19g10160
Vitvi05_01chr19g10170_t001	Vitvi05_01chr19g10170
Vitvi05_01chr19g10180_t001	Vitvi05_01chr19g10180
Vitvi05_01chr19g10180_t002	Vitvi05_01chr19g10180
Vitvi05_01chr19g10190_t002	Vitvi05_01chr19g10190
Vitvi05_01chr19g10190_t001	Vitvi05_01chr19g10190
Vitvi05_01chr19g10200_t001	Vitvi05_01chr19g10200
Vitvi05_01chr19g10210_t001	Vitvi05_01chr19g10210
Vitvi05_01chr19g10220_t001	Vitvi05_01chr19g10220
Vitvi05_01chr19g10230_t001	Vitvi05_01chr19g10230
Vitvi05_01chr19g10240_t001	Vitvi05_01chr19g10240
Vitvi05_01chr19g10250_t001	Vitvi05_01chr19g10250
Vitvi05_01chr19g10260_t001	Vitvi05_01chr19g10260
Vitvi05_01chr19g10270_t001	Vitvi05_01chr19g10270
Vitvi05_01chr19g10280_t001	Vitvi05_01chr19g10280
Vitvi05_01chr19g10290_t001	Vitvi05_01chr19g10290
Vitvi05_01chr19g10300_t001	Vitvi05_01chr19g10300
Vitvi05_01chr19g10310_t001	Vitvi05_01chr19g10310
Vitvi05_01chr19g10320_t002	Vitvi05_01chr19g10320
Vitvi05_01chr19g10320_t001	Vitvi05_01chr19g10320
Vitvi05_01chr19g10330_t001	Vitvi05_01chr19g10330
Vitvi05_01chr19g10340_t001	Vitvi05_01chr19g10340
Vitvi05_01chr19g10350_t001	Vitvi05_01chr19g10350
Vitvi05_01chr19g10360_t001	Vitvi05_01chr19g10360
Vitvi05_01chr19g10370_t001	Vitvi05_01chr19g10370
Vitvi05_01chr19g10380_t001	Vitvi05_01chr19g10380
Vitvi05_01chr19g10390_t001	Vitvi05_01chr19g10390
Vitvi05_01chr19g10400_t001	Vitvi05_01chr19g10400
Vitvi05_01chr19g10410_t001	Vitvi05_01chr19g10410
Vitvi05_01chr19g10420_t001	Vitvi05_01chr19g10420
Vitvi05_01chr19g10430_t001	Vitvi05_01chr19g10430
Vitvi05_01chr19g10440_t001	Vitvi05_01chr19g10440
Vitvi05_01chr19g10450_t001	Vitvi05_01chr19g10450
Vitvi05_01chr19g10460_t001	Vitvi05_01chr19g10460
Vitvi05_01chr19g10470_t001	Vitvi05_01chr19g10470
Vitvi05_01chr19g10480_t002	Vitvi05_01chr19g10480
Vitvi05_01chr19g10480_t001	Vitvi05_01chr19g10480
Vitvi05_01chr19g10490_t001	Vitvi05_01chr19g10490
Vitvi05_01chr19g10500_t001	Vitvi05_01chr19g10500
Vitvi05_01chr19g10510_t001	Vitvi05_01chr19g10510
Vitvi05_01chr19g10520_t001	Vitvi05_01chr19g10520
Vitvi05_01chr19g10530_t001	Vitvi05_01chr19g10530
Vitvi05_01chr19g10540_t001	Vitvi05_01chr19g10540
Vitvi05_01chr19g10550_t001	Vitvi05_01chr19g10550
Vitvi05_01chr19g10560_t001	Vitvi05_01chr19g10560
Vitvi05_01chr19g10570_t001	Vitvi05_01chr19g10570
Vitvi05_01chr19g10580_t001	Vitvi05_01chr19g10580
Vitvi05_01chr19g10590_t001	Vitvi05_01chr19g10590
Vitvi05_01chr19g10600_t001	Vitvi05_01chr19g10600
Vitvi05_01chr19g10610_t001	Vitvi05_01chr19g10610
Vitvi05_01chr19g10620_t001	Vitvi05_01chr19g10620
Vitvi05_01chr19g10630_t002	Vitvi05_01chr19g10630
Vitvi05_01chr19g10630_t001	Vitvi05_01chr19g10630
Vitvi05_01chr19g10640_t001	Vitvi05_01chr19g10640
Vitvi05_01chr19g10650_t002	Vitvi05_01chr19g10650
Vitvi05_01chr19g10650_t001	Vitvi05_01chr19g10650
Vitvi05_01chr19g10660_t001	Vitvi05_01chr19g10660
Vitvi05_01chr19g10670_t001	Vitvi05_01chr19g10670
Vitvi05_01chr19g10680_t001	Vitvi05_01chr19g10680
Vitvi05_01chr19g10690_t001	Vitvi05_01chr19g10690
Vitvi05_01chr19g10700_t002	Vitvi05_01chr19g10700
Vitvi05_01chr19g10700_t001	Vitvi05_01chr19g10700
Vitvi05_01chr19g10710_t001	Vitvi05_01chr19g10710
Vitvi05_01chr19g10720_t001	Vitvi05_01chr19g10720
Vitvi05_01chr19g10730_t001	Vitvi05_01chr19g10730
Vitvi05_01chr19g10740_t001	Vitvi05_01chr19g10740
Vitvi05_01chr19g10750_t001	Vitvi05_01chr19g10750
Vitvi05_01chr19g10760_t001	Vitvi05_01chr19g10760
Vitvi05_01chr19g10770_t001	Vitvi05_01chr19g10770
Vitvi05_01chr19g10780_t001	Vitvi05_01chr19g10780
Vitvi05_01chr19g10790_t002	Vitvi05_01chr19g10790
Vitvi05_01chr19g10790_t001	Vitvi05_01chr19g10790
Vitvi05_01chr19g10800_t001	Vitvi05_01chr19g10800
Vitvi05_01chr19g10810_t001	Vitvi05_01chr19g10810
Vitvi05_01chr19g10820_t001	Vitvi05_01chr19g10820
Vitvi05_01chr19g10830_t001	Vitvi05_01chr19g10830
Vitvi05_01chr19g10840_t001	Vitvi05_01chr19g10840
Vitvi05_01chr19g10850_t001	Vitvi05_01chr19g10850
Vitvi05_01chr19g10860_t001	Vitvi05_01chr19g10860
Vitvi05_01chr19g10870_t001	Vitvi05_01chr19g10870
Vitvi05_01chr19g10880_t002	Vitvi05_01chr19g10880
Vitvi05_01chr19g10880_t001	Vitvi05_01chr19g10880
Vitvi05_01chr19g10890_t002	Vitvi05_01chr19g10890
Vitvi05_01chr19g10890_t001	Vitvi05_01chr19g10890
Vitvi05_01chr19g10900_t001	Vitvi05_01chr19g10900
Vitvi05_01chr19g10910_t002	Vitvi05_01chr19g10910
Vitvi05_01chr19g10910_t001	Vitvi05_01chr19g10910
Vitvi05_01chr19g10920_t001	Vitvi05_01chr19g10920
Vitvi05_01chr19g10930_t001	Vitvi05_01chr19g10930
Vitvi05_01chr19g10940_t001	Vitvi05_01chr19g10940
Vitvi05_01chr19g10950_t001	Vitvi05_01chr19g10950
Vitvi05_01chr19g10960_t001	Vitvi05_01chr19g10960
Vitvi05_01chr19g10970_t001	Vitvi05_01chr19g10970
Vitvi05_01chr19g10980_t001	Vitvi05_01chr19g10980
Vitvi05_01chr19g10990_t001	Vitvi05_01chr19g10990
Vitvi05_01chr19g11000_t001	Vitvi05_01chr19g11000
Vitvi05_01chr19g11010_t001	Vitvi05_01chr19g11010
Vitvi05_01chr19g11020_t001	Vitvi05_01chr19g11020
Vitvi05_01chr19g11030_t001	Vitvi05_01chr19g11030
Vitvi05_01chr19g11040_t001	Vitvi05_01chr19g11040
Vitvi05_01chr19g11050_t001	Vitvi05_01chr19g11050
Vitvi05_01chr19g11060_t001	Vitvi05_01chr19g11060
Vitvi05_01chr19g11070_t001	Vitvi05_01chr19g11070
Vitvi05_01chr19g11080_t001	Vitvi05_01chr19g11080
Vitvi05_01chr19g11090_t001	Vitvi05_01chr19g11090
Vitvi05_01chr19g11090_t002	Vitvi05_01chr19g11090
Vitvi05_01chr19g11100_t001	Vitvi05_01chr19g11100
Vitvi05_01chr19g11110_t001	Vitvi05_01chr19g11110
Vitvi05_01chr19g11120_t001	Vitvi05_01chr19g11120
Vitvi05_01chr19g11130_t001	Vitvi05_01chr19g11130
Vitvi05_01chr19g11140_t001	Vitvi05_01chr19g11140
Vitvi05_01chr19g11150_t001	Vitvi05_01chr19g11150
Vitvi05_01chr19g11160_t001	Vitvi05_01chr19g11160
Vitvi05_01chr19g11170_t001	Vitvi05_01chr19g11170
Vitvi05_01chr19g11180_t001	Vitvi05_01chr19g11180
Vitvi05_01chr19g11190_t001	Vitvi05_01chr19g11190
