"Gene"	"V3_gene"	"V5_gene"	"V3_MapMan_terms"	"V5_MapMan_terms"	"V3_Pfam"	"V3_PANTHER"	"V5_Chr"	"V5_GeneStart"	"V5_GeneEnd"	"V5_Pfam"	"V5_PANTHER"	"V5_OtherDomains"
"VIT_15s0048g00510"	"Vitvi15g00704"	"Vitvi05_01chr15g12660"	"Cell wall organisation; Cell wall organisation.pectin; Cell wall organisation.pectin.homogalacturonan; Cell wall organisation.pectin.homogalacturonan.modification and degradation; Cell wall organisation.pectin.homogalacturonan.modification and degradation.pectin methylesterase"	"mapman:Cell wall organisation; mapman:Cell wall organisation.pectin; mapman:Cell wall organisation.pectin.homogalacturonan; mapman:Cell wall organisation.pectin.homogalacturonan.modification and degradation; mapman:Cell wall organisation.pectin.homogalacturonan.modification and degradation.pectin methylesterase; mapman:Enzyme classification; mapman:Enzyme classification.EC_3 hydrolases; mapman:Enzyme classification.EC_3 hydrolases.EC_3-1 hydrolase acting on ester bond"	"PF01095 ('Pectinesterase-Pectinesterase, catalytic', '0.0', 'Pfam'); PF04043 ('Plant invertase/pectin methylesterase inhibitor-Pectinesterase inhibitor domain', '1.5E-27', 'Pfam')"	"PTHR31707 ('PECTINESTERASE', '0.0', 'PANTHER')"	"chr15"	17652180	17655009	"PF01095 ('Pectinesterase-Pectinesterase, catalytic', '0.0', 'Pfam'); PF04043 ('Plant invertase/pectin methylesterase inhibitor-Pectinesterase inhibitor domain', '1.5E-27', 'Pfam')"	"PTHR31707 ('PECTINESTERASE', '0.0', 'PANTHER')"	"G3DSA:1.20.140.40 ('Invertase/pectin methylesterase inhibitor family protein-Invertase/pectin methylesterase inhibitor domain superfamily', '1.7E-28', 'Gene3D'); SSF51126 ('Pectin lyase-like-Pectin lyase fold/virulence factor', '8.08E-120', 'SUPERFAMILY'); G3DSA:1.20.140.40:FF:000013 ('Pectinesterase', '7.7E-84', 'FunFam'); cd15798 ('PMEI-like_3', '3.13287E-31', 'CDD'); TIGR01614 ('pectinesterase inhibitor domain-Pectinesterase inhibitor domain', '9.7E-27', 'NCBIfam'); G3DSA:2.160.20.10:FF:000001 ('Pectinesterase', '0.0', 'FunFam'); PS00503 ('Pectinesterase signature 2.-Pectinesterase, Asp active site', '-', 'ProSitePatterns'); SSF101148 ('Plant invertase/pectin methylesterase inhibitor-Invertase/pectin methylesterase inhibitor domain superfamily', '1.57E-34', 'SUPERFAMILY'); PS00800 ('Pectinesterase signature 1.-Pectinesterase, Tyr active site', '-', 'ProSitePatterns'); G3DSA:2.160.20.10 ('Pectin lyase fold', '1.3E-128', 'Gene3D'); SM00856 ('PMEI_2-Pectinesterase inhibitor domain', '4.0E-34', 'SMART')"
"VIT_03s0088g00700"	"Vitvi03g01650"	"Vitvi05_01chr03g11570"	"not assigned; not assigned.annotated"	"mapman:Phytohormone action; mapman:Phytohormone action.signalling peptides; mapman:Phytohormone action.signalling peptides.NCRP (non-cysteine-rich-peptide) category; mapman:Phytohormone action.signalling peptides.NCRP (non-cysteine-rich-peptide) category.CAPE-peptide activity; mapman:Phytohormone action.signalling peptides.NCRP (non-cysteine-rich-peptide) category.CAPE-peptide activity.CAPE precursor polypeptide"	"PF00188 ('Cysteine-rich secretory protein family-CAP domain', '1.1E-15', 'Pfam')"	"PTHR10334 ('CYSTEINE-RICH SECRETORY PROTEIN-RELATED-Cysteine-rich secretory protein-related', '3.0E-38', 'PANTHER')"	"chr03"	8936778	8937921	"PF00188 ('Cysteine-rich secretory protein family-CAP domain', '1.1E-15', 'Pfam')"	"PTHR10334 ('CYSTEINE-RICH SECRETORY PROTEIN-RELATED-Cysteine-rich secretory protein-related', '3.0E-38', 'PANTHER')"	"G3DSA:3.40.33.10 ('CAP-CAP superfamily', '5.0E-46', 'Gene3D'); PS01010 ('CRISP family signature 2.-Allergen V5/Tpx-1-related, conserved site', '-', 'ProSitePatterns'); cd05381 ('CAP_PR-1', '8.80721E-84', 'CDD'); PR00837 ('Allergen V5/Tpx-1 family signature-Cysteine-rich secretory protein-related', '6.3E-20', 'PRINTS'); SSF55797 ('PR-1-like-CAP superfamily', '8.76E-50', 'SUPERFAMILY'); G3DSA:3.40.33.10:FF:000006 ('Putative pathogenesis-related protein 1', '4.8E-73', 'FunFam'); SM00198 ('SCP_3-CAP domain', '5.4E-63', 'SMART')"
"VIT_14s0006g03050"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"VIT_16s0100g01070"	"Vitvi16g01474"	"Vitvi05_01chr16g14370"	"Secondary metabolism; Secondary metabolism.phenolics; Secondary metabolism.phenolics.stilbenoid biosynthesis"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_2 transferases; mapman:Enzyme classification.EC_2 transferases.EC_2-3 acyltransferase; mapman:Secondary metabolism; mapman:Secondary metabolism.phenolics; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.chalcones; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.chalcones.chalcone synthase activity; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.chalcones.chalcone synthase activity.chalcone synthase *(CHS)"	"PF00195 ('Chalcone and stilbene synthases, N-terminal domain-Chalcone/stilbene synthase, N-terminal', '4.1E-122', 'Pfam'); PF02797 ('Chalcone and stilbene synthases, C-terminal domain-Chalcone/stilbene synthase, C-terminal', '5.7E-72', 'Pfam')"	"PTHR11877 ('HYDROXYMETHYLGLUTARYL-COA SYNTHASE-Polyketide synthase, type III', '0.0', 'PANTHER')"	"chr16"	21354027	21357368	"PF00195 ('Chalcone and stilbene synthases, N-terminal domain-Chalcone/stilbene synthase, N-terminal', '4.1E-122', 'Pfam'); PF02797 ('Chalcone and stilbene synthases, C-terminal domain-Chalcone/stilbene synthase, C-terminal', '5.7E-72', 'Pfam')"	"PTHR11877 ('HYDROXYMETHYLGLUTARYL-COA SYNTHASE-Polyketide synthase, type III', '0.0', 'PANTHER')"	"G3DSA:3.40.47.10 ('Thiolase-like', '1.2E-61', 'Gene3D'); SSF53901 ('Thiolase-like-Thiolase-like', '7.49E-51', 'SUPERFAMILY'); PS00441 ('Chalcone and stilbene synthases active site.-Chalcone/stilbene synthase, active site', '-', 'ProSitePatterns'); cd00831 ('CHS_like', '0.0', 'CDD'); PIRSF000451 ('PKS_III-Polyketide synthase, type III', '0.0', 'PIRSF'); G3DSA:3.40.47.10:FF:000014 ('Chalcone synthase 1', '3.8E-68', 'FunFam'); G3DSA:3.40.47.10:FF:000025 ('Chalcone synthase 2', '3.1E-123', 'FunFam'); G3DSA:3.40.47.10 ('Thiolase-like', '3.1E-98', 'Gene3D'); SSF53901 ('Thiolase-like-Thiolase-like', '2.04E-75', 'SUPERFAMILY')"
"VIT_16s0050g00400"	"Vitvi16g01037"	"Vitvi05_01chr16g15450"	"not assigned; not assigned.not annotated"	NA	"PF06521 ('PAR1 protein-PAR1', '1.7E-77', 'Pfam')"	"PTHR33649 ('PAR1 PROTEIN-PAR1', '3.2E-74', 'PANTHER')"	"chr16"	22162186	22164557	"PF06521 ('PAR1 protein-PAR1', '1.7E-77', 'Pfam')"	"PTHR33649 ('PAR1 PROTEIN-PAR1', '3.2E-74', 'PANTHER')"	""
"VIT_03s0088g00690"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"VIT_08s0040g00920"	"Vitvi08g00957"	"Vitvi05_01chr08g09690"	"Protein modification; Protein modification.S-glutathionylation; Protein modification.S-glutathionylation.glutathione S-transferase activities; Protein modification.S-glutathionylation.glutathione S-transferase activities.class tau glutathione S-transferase"	"mapman:Redox homeostasis; mapman:Redox homeostasis.glutathione-based redox regulation; mapman:Redox homeostasis.glutathione-based redox regulation.glutathione S-transferase activities; mapman:Redox homeostasis.glutathione-based redox regulation.glutathione S-transferase activities.class tau glutathione S-transferase"	"PF02798 ('Glutathione S-transferase, N-terminal domain-Glutathione S-transferase, N-terminal', '9.8E-14', 'Pfam'); PF00043 ('Glutathione S-transferase, C-terminal domain-Glutathione S-transferase, C-terminal', '3.4E-4', 'Pfam')"	"PTHR11260 ('GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING-Glutathione S-transferase Omega/Tau-like', '5.5E-70', 'PANTHER')"	"chr08"	13085235	13086677	"PF02798 ('Glutathione S-transferase, N-terminal domain-Glutathione S-transferase, N-terminal', '9.8E-14', 'Pfam'); PF00043 ('Glutathione S-transferase, C-terminal domain-Glutathione S-transferase, C-terminal', '3.4E-4', 'Pfam')"	"PTHR11260 ('GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING-Glutathione S-transferase Omega/Tau-like', '5.5E-70', 'PANTHER')"	"cd03185 ('GST_C_Tau-Glutathione S-transferases Tau, C-terminal alpha helical domain, plant', '1.01709E-51', 'CDD'); G3DSA:3.40.30.10 ('Glutaredoxin', '1.2E-36', 'Gene3D'); PS50404 ('Soluble glutathione S-transferase N-terminal domain profile.-Glutathione S-transferase, N-terminal', '19.980606', 'ProSiteProfiles'); SSF52833 ('Thioredoxin-like-Thioredoxin-like superfamily', '9.42E-24', 'SUPERFAMILY'); SSF47616 ('GST C-terminal domain-like-Glutathione S-transferase, C-terminal domain superfamily', '3.27E-41', 'SUPERFAMILY'); G3DSA:3.40.30.10:FF:000014 ('Tau class glutathione S-transferase', '3.3E-35', 'FunFam'); PS50405 ('Soluble glutathione S-transferase C-terminal domain profile.-Glutathione S-transferase, C-terminal-like', '18.699259', 'ProSiteProfiles'); SFLDS00019 ('Glutathione Transferase (cytosolic)-Glutathione transferase family', '0.0', 'SFLD'); G3DSA:1.20.1050.10 ('-', '5.0E-49', 'Gene3D'); cd03058 ('GST_N_Tau', '8.15469E-36', 'CDD'); G3DSA:1.20.1050.10:FF:000012 ('Tau class glutathione S-transferase', '6.9E-54', 'FunFam'); SFLDG01152 ('Main.3: Omega- and Tau-like-Glutathione S-transferase Omega/Tau-like', '0.0', 'SFLD')"
"VIT_16s0100g00900"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"VIT_18s0001g13670"	"Vitvi18g01063"	NA	"not assigned; not assigned.annotated"	NA	"PF09118 ('Galactose oxidase-like, Early set domain-Galactose oxidase-like, Early set domain', '1.8E-24', 'Pfam'); PF07250 ('Glyoxal oxidase N-terminus-Glyoxal oxidase, N-terminal', '1.5E-112', 'Pfam')"	"PTHR32208 ('SECRETED PROTEIN-RELATED', '0.0', 'PANTHER')"	NA	NA	NA	NA	NA	NA
"VIT_16s0100g01150"	"Vitvi16g01480"	"Vitvi05_01chr16g14510"	"Secondary metabolism; Secondary metabolism.phenolics; Secondary metabolism.phenolics.stilbenoid biosynthesis"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_2 transferases; mapman:Enzyme classification.EC_2 transferases.EC_2-3 acyltransferase; mapman:Secondary metabolism; mapman:Secondary metabolism.phenolics; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.chalcones; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.chalcones.chalcone synthase activity; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.chalcones.chalcone synthase activity.chalcone synthase *(CHS)"	"PF02797 ('Chalcone and stilbene synthases, C-terminal domain-Chalcone/stilbene synthase, C-terminal', '2.4E-71', 'Pfam'); PF00195 ('Chalcone and stilbene synthases, N-terminal domain-Chalcone/stilbene synthase, N-terminal', '2.5E-122', 'Pfam')"	"PTHR11877 ('HYDROXYMETHYLGLUTARYL-COA SYNTHASE-Polyketide synthase, type III', '0.0', 'PANTHER')"	"chr16"	21468617	21470680	"PF02797 ('Chalcone and stilbene synthases, C-terminal domain-Chalcone/stilbene synthase, C-terminal', '2.4E-71', 'Pfam'); PF00195 ('Chalcone and stilbene synthases, N-terminal domain-Chalcone/stilbene synthase, N-terminal', '2.5E-122', 'Pfam')"	"PTHR11877 ('HYDROXYMETHYLGLUTARYL-COA SYNTHASE-Polyketide synthase, type III', '0.0', 'PANTHER')"	"G3DSA:3.40.47.10:FF:000025 ('Chalcone synthase 2', '3.3E-125', 'FunFam'); PS00441 ('Chalcone and stilbene synthases active site.-Chalcone/stilbene synthase, active site', '-', 'ProSitePatterns'); cd00831 ('CHS_like', '0.0', 'CDD'); G3DSA:3.40.47.10 ('Thiolase-like', '2.2E-61', 'Gene3D'); SSF53901 ('Thiolase-like-Thiolase-like', '1.55E-76', 'SUPERFAMILY'); G3DSA:3.40.47.10:FF:000014 ('Chalcone synthase 1', '1.3E-67', 'FunFam'); PIRSF000451 ('PKS_III-Polyketide synthase, type III', '0.0', 'PIRSF'); SSF53901 ('Thiolase-like-Thiolase-like', '2.82E-50', 'SUPERFAMILY'); G3DSA:3.40.47.10 ('Thiolase-like', '3.0E-100', 'Gene3D')"
"VIT_02s0025g04230"	"Vitvi02g00391"	"Vitvi05_01chr02g05170"	"not assigned; not assigned.annotated"	NA	"PF00314 ('Thaumatin family-Thaumatin family', '4.4E-59', 'Pfam')"	"PTHR31048 ('OS03G0233200 PROTEIN-Thaumatin family', '5.5E-86', 'PANTHER')"	"chr02"	3588659	3589915	"PF00314 ('Thaumatin family-Thaumatin family', '4.4E-59', 'Pfam')"	"PTHR31048 ('OS03G0233200 PROTEIN-Thaumatin family', '5.5E-86', 'PANTHER')"	"PR00347 ('Pathogenesis-related protein signature-Thaumatin family', '5.4E-44', 'PRINTS'); SSF49870 ('Osmotin, thaumatin-like protein-Osmotin/thaumatin-like superfamily', '1.19E-85', 'SUPERFAMILY'); G3DSA:2.60.110.10:FF:000003 ('Thaumatin I', '1.5E-105', 'FunFam'); PS51367 ('Thaumatin family profile.-Thaumatin family', '49.917313', 'ProSiteProfiles'); PS00316 ('Thaumatin family signature.-Thaumatin, conserved site', '-', 'ProSitePatterns'); cd09217 ('TLP-P', '9.69023E-80', 'CDD'); PIRSF002703 ('PR5-Thaumatin family', '1.3E-74', 'PIRSF'); G3DSA:2.60.110.10 ('Thaumatin-Osmotin/thaumatin-like superfamily', '4.1E-84', 'Gene3D'); SM00205 ('tha2-Thaumatin family', '0.0', 'SMART')"
"VIT_07s0031g01710"	"Vitvi07g01847"	"Vitvi05_01chr07g29730"	"RNA biosynthesis; RNA biosynthesis.transcriptional regulation; RNA biosynthesis.transcriptional regulation.transcription factor (WRKY)"	"mapman:RNA biosynthesis; mapman:RNA biosynthesis.DNA-binding transcriptional regulation; mapman:RNA biosynthesis.DNA-binding transcriptional regulation.beta-hairpin exposed by alpha/beta-scaffold structure; mapman:RNA biosynthesis.DNA-binding transcriptional regulation.beta-hairpin exposed by alpha/beta-scaffold structure.WRKY transcription factor activity; mapman:RNA biosynthesis.DNA-binding transcriptional regulation.beta-hairpin exposed by alpha/beta-scaffold structure.WRKY transcription factor activity.transcription factor *(WRKY)"	"PF03106 ('WRKY DNA -binding domain-WRKY domain', '2.3E-21', 'Pfam')"	"PTHR31221 ('WRKY TRANSCRIPTION FACTOR PROTEIN 1-RELATED-WRKY transcription factor, plant', '4.5E-44', 'PANTHER')"	"chr07"	28443577	28446743	"PF03106 ('WRKY DNA -binding domain-WRKY domain', '2.6E-21', 'Pfam'); PF03106 ('WRKY DNA -binding domain-WRKY domain', '2.3E-21', 'Pfam')"	"PTHR31221 ('WRKY TRANSCRIPTION FACTOR PROTEIN 1-RELATED-WRKY transcription factor, plant', '1.6E-43', 'PANTHER'); PTHR31221 ('WRKY TRANSCRIPTION FACTOR PROTEIN 1-RELATED-WRKY transcription factor, plant', '4.5E-44', 'PANTHER')"	"G3DSA:2.20.25.80 ('WRKY domain-WRKY domain superfamily', '9.8E-32', 'Gene3D'); SM00774 ('WRKY_cls-WRKY domain', '1.9E-34', 'SMART'); SSF118290 ('WRKY DNA-binding domain-WRKY domain superfamily', '3.27E-27', 'SUPERFAMILY'); G3DSA:2.20.25.80 ('WRKY domain-WRKY domain superfamily', '1.1E-31', 'Gene3D'); SSF118290 ('WRKY DNA-binding domain-WRKY domain superfamily', '3.79E-27', 'SUPERFAMILY'); PS50811 ('WRKY domain profile.-WRKY domain', '31.031507', 'ProSiteProfiles'); G3DSA:2.20.25.80:FF:000003 ('WRKY transcription factor 57', '9.7E-38', 'FunFam'); G3DSA:2.20.25.80:FF:000003 ('WRKY transcription factor 57', '8.4E-38', 'FunFam')"
"VIT_02s0033g00700"	"Vitvi02g01067"	"Vitvi05_01chr02g16820"	NA	"mapman:Clade-specific metabolism; mapman:Clade-specific metabolism.Brassicaceae; mapman:Clade-specific metabolism.Brassicaceae.glucosinolate degradation; mapman:Clade-specific metabolism.Brassicaceae.glucosinolate degradation.nitrilase *(NIT); mapman:Enzyme classification; mapman:Enzyme classification.EC_3 hydrolases; mapman:Enzyme classification.EC_3 hydrolases.EC_3-5 hydrolase acting on carbon-nitrogen bond, other than peptide bond"	"PF00795 ('Carbon-nitrogen hydrolase-Carbon-nitrogen hydrolase', '4.5E-59', 'Pfam')"	"PTHR46044 ('NITRILASE-Nitrilase/Cyanide hydratase', '0.0', 'PANTHER')"	"chr02"	17331652	17334049	"PF00795 ('Carbon-nitrogen hydrolase-Carbon-nitrogen hydrolase', '4.5E-59', 'Pfam')"	"PTHR46044 ('NITRILASE-Nitrilase/Cyanide hydratase', '0.0', 'PANTHER')"	"G3DSA:3.60.110.10:FF:000006 ('Bifunctional nitrilase/nitrile hydratase NIT4B', '0.0', 'FunFam'); PS50263 ('Carbon-nitrogen hydrolase domain profile.-Carbon-nitrogen hydrolase', '56.603291', 'ProSiteProfiles'); cd07564 ('nitrilases_CHs-Nitrilase/Cyanide hydratase', '0.0', 'CDD'); G3DSA:3.60.110.10 ('Carbon-nitrogen hydrolase superfamily', '1.4E-82', 'Gene3D'); PS00920 ('Nitrilases / cyanide hydratase signature 1.-Nitrilase/cyanide hydratase, conserved site', '-', 'ProSitePatterns'); SSF56317 ('Carbon-nitrogen hydrolase-Carbon-nitrogen hydrolase superfamily', '6.15E-76', 'SUPERFAMILY')"
"VIT_01s0026g02400"	"Vitvi01g02132"	"Vitvi05_01chr01g15090"	"Protein modification; Protein modification.S-glutathionylation; Protein modification.S-glutathionylation.glutathione S-transferase activities; Protein modification.S-glutathionylation.glutathione S-transferase activities.class tau glutathione S-transferase"	"mapman:Redox homeostasis; mapman:Redox homeostasis.glutathione-based redox regulation; mapman:Redox homeostasis.glutathione-based redox regulation.glutathione S-transferase activities; mapman:Redox homeostasis.glutathione-based redox regulation.glutathione S-transferase activities.class tau glutathione S-transferase"	"PF02798 ('Glutathione S-transferase, N-terminal domain-Glutathione S-transferase, N-terminal', '1.3E-15', 'Pfam')"	"PTHR11260 ('GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING-Glutathione S-transferase Omega/Tau-like', '4.5E-67', 'PANTHER')"	"chr01"	12299134	12300595	"PF02798 ('Glutathione S-transferase, N-terminal domain-Glutathione S-transferase, N-terminal', '1.6E-15', 'Pfam'); PF02798 ('Glutathione S-transferase, N-terminal domain-Glutathione S-transferase, N-terminal', '1.3E-15', 'Pfam')"	"PTHR11260 ('GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING-Glutathione S-transferase Omega/Tau-like', '4.5E-67', 'PANTHER'); PTHR11260 ('GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING-Glutathione S-transferase Omega/Tau-like', '4.4E-67', 'PANTHER')"	"G3DSA:1.20.1050.10 ('-', '1.1E-38', 'Gene3D'); G3DSA:3.40.30.10:FF:000197 ('Glutathione S-transferase U10', '3.7E-43', 'FunFam'); SSF52833 ('Thioredoxin-like-Thioredoxin-like superfamily', '1.85E-28', 'SUPERFAMILY'); cd03185 ('GST_C_Tau-Glutathione S-transferases Tau, C-terminal alpha helical domain, plant', '1.3602E-40', 'CDD'); G3DSA:1.20.1050.10:FF:000016 ('Glutathione S-transferase U9', '3.5E-39', 'FunFam'); cd03058 ('GST_N_Tau', '3.70943E-43', 'CDD'); G3DSA:3.40.30.10 ('Glutaredoxin', '3.3E-39', 'Gene3D'); G3DSA:1.20.1050.10 ('-', '1.3E-38', 'Gene3D'); cd03185 ('GST_C_Tau-Glutathione S-transferases Tau, C-terminal alpha helical domain, plant', '4.96862E-41', 'CDD'); G3DSA:3.40.30.10 ('Glutaredoxin', '3.9E-39', 'Gene3D'); PS50405 ('Soluble glutathione S-transferase C-terminal domain profile.-Glutathione S-transferase, C-terminal-like', '16.80101', 'ProSiteProfiles'); cd03058 ('GST_N_Tau', '9.70288E-43', 'CDD'); G3DSA:3.40.30.10:FF:000197 ('Glutathione S-transferase U10', '4.3E-43', 'FunFam'); SSF47616 ('GST C-terminal domain-like-Glutathione S-transferase, C-terminal domain superfamily', '3.62E-32', 'SUPERFAMILY'); SFLDS00019 ('Glutathione Transferase (cytosolic)-Glutathione transferase family', '0.0', 'SFLD'); G3DSA:1.20.1050.10:FF:000016 ('Glutathione S-transferase U9', '4.3E-39', 'FunFam'); SSF47616 ('GST C-terminal domain-like-Glutathione S-transferase, C-terminal domain superfamily', '4.46E-32', 'SUPERFAMILY'); SSF52833 ('Thioredoxin-like-Thioredoxin-like superfamily', '1.58E-28', 'SUPERFAMILY'); PS50404 ('Soluble glutathione S-transferase N-terminal domain profile.-Glutathione S-transferase, N-terminal', '21.535778', 'ProSiteProfiles'); SFLDG01152 ('Main.3: Omega- and Tau-like-Glutathione S-transferase Omega/Tau-like', '0.0', 'SFLD')"
"VIT_12s0035g01000"	"Vitvi12g02039"	"Vitvi05_01chr12g21410"	"not assigned; not assigned.not annotated"	NA	"PF02428 ('Potato type II proteinase inhibitor family-Proteinase inhibitor I20', '1.3E-8', 'Pfam')"	"PTHR33832 ('SERINE-TYPE ENDOPEPTIDASE INHIBITOR-Protease inhibitor I20 (potato type II proteinase inhibitor)', '1.1E-13', 'PANTHER'); PTHR33832 ('SERINE-TYPE ENDOPEPTIDASE INHIBITOR-Protease inhibitor I20 (potato type II proteinase inhibitor)', '4.2E-14', 'PANTHER')"	"chr12"	22686479	22688157	"PF02428 ('Potato type II proteinase inhibitor family-Proteinase inhibitor I20', '1.3E-8', 'Pfam')"	"PTHR33832 ('SERINE-TYPE ENDOPEPTIDASE INHIBITOR-Protease inhibitor I20 (potato type II proteinase inhibitor)', '4.2E-14', 'PANTHER')"	"SSF100897 ('Plant proteinase inhibitors', '4.58E-13', 'SUPERFAMILY'); G3DSA:3.30.60.30 ('-', '1.1E-8', 'Gene3D')"
"VIT_16s0039g01170"	"Vitvi16g00057"	"Vitvi05_01chr16g00830"	"Secondary metabolism; Secondary metabolism.phenolics; Secondary metabolism.phenolics.p-coumaroyl-CoA biosynthesis; Secondary metabolism.phenolics.p-coumaroyl-CoA biosynthesis.phenylalanine ammonia lyase activity; Secondary metabolism.phenolics.p-coumaroyl-CoA biosynthesis.phenylalanine ammonia lyase activity.phenylalanine ammonia lyase (PAL)"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_4 lyases; mapman:Enzyme classification.EC_4 lyases.EC_4-3 carbon-nitrogen lyase; mapman:Secondary metabolism; mapman:Secondary metabolism.phenolics; mapman:Secondary metabolism.phenolics.p-coumaroyl-CoA biosynthesis; mapman:Secondary metabolism.phenolics.p-coumaroyl-CoA biosynthesis.phenylalanine ammonia lyase activity; mapman:Secondary metabolism.phenolics.p-coumaroyl-CoA biosynthesis.phenylalanine ammonia lyase activity.phenylalanine ammonia lyase *(PAL)"	"PF00221 ('Aromatic amino acid lyase-Aromatic amino acid lyase', '0.0', 'Pfam')"	"PTHR10362 ('HISTIDINE AMMONIA-LYASE-Aromatic amino acid lyase', '0.0', 'PANTHER')"	"chr16"	652281	655137	"PF00221 ('Aromatic amino acid lyase-Aromatic amino acid lyase', '0.0', 'Pfam')"	"PTHR10362 ('HISTIDINE AMMONIA-LYASE-Aromatic amino acid lyase', '0.0', 'PANTHER')"	"SSF48557 ('L-aspartase-like-L-Aspartase-like', '0.0', 'SUPERFAMILY'); G3DSA:1.10.275.10:FF:000009 ('Phenylalanine ammonia-lyase', '0.0', 'FunFam'); G3DSA:1.10.274.20:FF:000001 ('Phenylalanine ammonia-lyase', '1.5E-65', 'FunFam'); G3DSA:1.10.274.20 ('Phenylalanine ammonia-lyase, shielding domain superfamily', '0.0', 'Gene3D'); cd00332 ('PAL-HAL-Aromatic amino acid lyase', '0.0', 'CDD'); G3DSA:1.20.200.10 ('Fumarase/aspartase (Central domain)', '0.0', 'Gene3D'); TIGR01226 ('phenylalanine ammonia-lyase-Phenylalanine ammonia-lyase', '0.0', 'NCBIfam'); PS00488 ('Phenylalanine and histidine ammonia-lyases signature.-Phenylalanine/histidine ammonia-lyases, active site', '-', 'ProSitePatterns'); G3DSA:1.20.200.10:FF:000009 ('Phenylalanine ammonia-lyase', '0.0', 'FunFam'); G3DSA:1.10.275.10 ('Fumarase/histidase, N-terminal', '8.7E-98', 'Gene3D')"
"VIT_01s0146g00320"	"Vitvi01g02290"	NA	"not assigned; not assigned.not annotated"	NA	""	""	NA	NA	NA	NA	NA	NA
"VIT_17s0000g00680"	"Vitvi17g01328"	NA	"not assigned; not assigned.not annotated"	NA	""	""	NA	NA	NA	NA	NA	NA
"VIT_16s0100g01020"	"Vitvi16g01471"	"Vitvi05_01chr16g14310"	"Secondary metabolism; Secondary metabolism.phenolics; Secondary metabolism.phenolics.stilbenoid biosynthesis"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_2 transferases; mapman:Enzyme classification.EC_2 transferases.EC_2-3 acyltransferase; mapman:Secondary metabolism; mapman:Secondary metabolism.phenolics; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.chalcones; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.chalcones.chalcone synthase activity; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.chalcones.chalcone synthase activity.chalcone synthase *(CHS)"	"PF02797 ('Chalcone and stilbene synthases, C-terminal domain-Chalcone/stilbene synthase, C-terminal', '4.7E-71', 'Pfam'); PF00195 ('Chalcone and stilbene synthases, N-terminal domain-Chalcone/stilbene synthase, N-terminal', '7.0E-121', 'Pfam')"	"PTHR11877 ('HYDROXYMETHYLGLUTARYL-COA SYNTHASE-Polyketide synthase, type III', '0.0', 'PANTHER')"	"chr16"	21332728	21334502	"PF02797 ('Chalcone and stilbene synthases, C-terminal domain-Chalcone/stilbene synthase, C-terminal', '4.7E-71', 'Pfam'); PF00195 ('Chalcone and stilbene synthases, N-terminal domain-Chalcone/stilbene synthase, N-terminal', '7.0E-121', 'Pfam')"	"PTHR11877 ('HYDROXYMETHYLGLUTARYL-COA SYNTHASE-Polyketide synthase, type III', '0.0', 'PANTHER')"	"G3DSA:3.40.47.10 ('Thiolase-like', '2.5E-60', 'Gene3D'); PS00441 ('Chalcone and stilbene synthases active site.-Chalcone/stilbene synthase, active site', '-', 'ProSitePatterns'); cd00831 ('CHS_like', '0.0', 'CDD'); G3DSA:3.40.47.10:FF:000025 ('Chalcone synthase 2', '1.1E-124', 'FunFam'); PIRSF000451 ('PKS_III-Polyketide synthase, type III', '0.0', 'PIRSF'); SSF53901 ('Thiolase-like-Thiolase-like', '7.33E-76', 'SUPERFAMILY'); G3DSA:3.40.47.10 ('Thiolase-like', '8.9E-100', 'Gene3D'); SSF53901 ('Thiolase-like-Thiolase-like', '1.04E-50', 'SUPERFAMILY'); G3DSA:3.40.47.10:FF:000014 ('Chalcone synthase 1', '5.0E-67', 'FunFam')"
